account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag
A-3d957b,ShopCore Technologies,HealthTech,UK,2024-04-04,other,Pro,14,False,False
A-89ee83,TradeHub Global,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True
A-883b7d,Orbit Digital,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False
A-dcc3f1,Zenith Ventures,HealthTech,US,2023-12-27,event,Pro,21,False,False
A-c62e55,Neural Solutions,EdTech,US,2023-02-08,partner,Basic,1,True,False
A-e4144b,Nova Enterprises,EdTech,UK,2024-10-22,other,Pro,41,False,False
A-e40f45,TradeHub Ventures,HealthTech,US,2024-04-18,organic,Pro,21,False,False
A-96215d,PulseCore Ventures,FinTech,US,2024-08-08,event,Enterprise,10,False,False
A-2b9d3e,RetailNova Holdings,EdTech,US,2023-06-04,partner,Enterprise,1,False,False
A-b7724f,CoreFab Systems,HealthTech,UK,2023-03-28,organic,Basic,1,False,False
A-310452,MediCore Systems,DevTools,FR,2024-12-25,other,Enterprise,9,False,False
A-eb1312,Vertex Holdings,FinTech,US,2024-09-16,partner,Pro,25,False,False
A-df1e44,RetailNova Group,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False
A-6a7c9d,MediCore Consulting,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True
A-cbd1a3,ShopCore Industries,DevTools,US,2024-11-25,other,Basic,6,False,True
A-a8d89d,Apex Group,EdTech,US,2023-12-08,ads,Pro,13,False,False
A-600734,Stratus Ventures,DevTools,US,2023-11-14,organic,Pro,29,True,True
A-86fc1d,Pioneer Consulting,DevTools,UK,2024-07-26,partner,Basic,26,False,False
A-78f02b,MediCore Analytics,HealthTech,US,2024-11-17,event,Enterprise,11,False,False
A-acb7f7,EduSphere Solutions,EdTech,US,2024-01-06,ads,Basic,32,False,False
A-712f1c,TradeHub Labs,DevTools,US,2023-12-16,ads,Basic,17,False,True
A-3793ee,Apex Holdings,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False
A-9a532a,Stratus Solutions,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False
A-2ebb4b,Neural Digital,HealthTech,US,2023-05-15,ads,Basic,41,False,False
A-6843f2,Scholarly Collective,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False
A-c9bb3e,Summit Consulting,EdTech,US,2024-03-24,ads,Pro,5,False,False
A-4814a3,Vertex Systems,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True
A-b7b7b7,Neural Labs,FinTech,US,2024-06-30,event,Basic,24,False,True
A-ccc747,RetailNova Technologies,HealthTech,FR,2024-01-12,event,Pro,16,False,True
A-bb3bd4,RetailNova Analytics,HealthTech,US,2024-01-27,ads,Basic,23,False,False
A-09316c,NexGen Ventures,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False
A-96bbc6,EduSphere Ventures,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False
A-bc4d48,CapitalEdge Technologies,EdTech,US,2024-06-12,ads,Pro,35,True,False
A-b30291,PrimeForge Consulting,HealthTech,US,2024-04-05,event,Basic,5,True,True
A-cdf020,BlueRiver Systems,DevTools,AU,2023-08-16,organic,Pro,23,False,False
A-e6afc1,Stratus Collective,DevTools,US,2023-02-24,ads,Pro,1,False,False
A-e3bd71,CoreFab Group,Cybersecurity,US,2023-03-25,partner,Basic,31,False,False
A-b179bf,Neural Analytics,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False
A-098560,Neural Group,DevTools,UK,2023-10-21,ads,Enterprise,1,False,True
A-82861f,Apex Enterprises,DevTools,UK,2024-04-25,organic,Basic,41,False,False
A-94c3cd,Summit Ventures,FinTech,CA,2023-09-20,other,Enterprise,32,False,False
A-a33200,TradeHub Partners,HealthTech,US,2024-09-15,partner,Basic,29,False,False
A-034368,ByteForge Analytics,EdTech,US,2023-11-05,event,Enterprise,19,False,False
A-b54c01,CareSphere Solutions,DevTools,US,2024-09-29,event,Enterprise,29,False,False
A-d82ef9,VitalPoint Digital,EdTech,UK,2024-07-02,other,Basic,26,False,True
A-bb2f49,VitalPoint Enterprises,Cybersecurity,US,2023-05-28,other,Pro,8,False,False
A-1f559b,AcademiaPro Digital,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True
A-5a215a,PrimeForge Partners,EdTech,FR,2024-01-05,other,Enterprise,87,False,False
A-3f9cc0,Synapse Analytics,HealthTech,US,2024-06-03,event,Basic,22,False,False
A-f9cc74,CoreFab Digital,DevTools,FR,2024-10-12,partner,Enterprise,30,True,False
A-ed510f,RetailNova Industries,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False
A-5c9849,AcademiaPro Global,EdTech,IN,2024-11-03,partner,Basic,19,False,False
A-a7bd4b,ByteForge Systems,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False
A-d4ac0e,BioNova Holdings,DevTools,UK,2024-04-20,ads,Basic,18,False,False
A-ffdfd5,PrimeForge Enterprises,EdTech,US,2024-04-13,organic,Basic,3,False,True
A-0dbdc6,NorthBridge Analytics,Cybersecurity,DE,2023-02-12,other,Pro,30,False,True
A-7cfe77,Quantum Systems,DevTools,US,2024-07-10,ads,Pro,69,False,False
A-1f0636,Vertex Analytics,EdTech,AU,2024-01-01,partner,Pro,105,False,False
A-40de06,Titan Solutions,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True
A-cb5333,PulseCore Group,DevTools,US,2024-03-26,ads,Pro,33,False,False
A-309e54,AcademiaPro Ventures,DevTools,US,2024-12-09,other,Pro,15,False,False
A-6e7827,ShopCore Solutions,DevTools,US,2023-03-26,other,Basic,1,False,False
A-50bb9f,Vertex Global,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False
A-5fe118,Nova Group,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False
A-5247b3,Scholarly Group,FinTech,UK,2024-03-12,partner,Pro,16,True,False
A-f44180,Zenith Collective,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False
A-c16cf7,Synapse Industries,EdTech,US,2024-10-16,event,Pro,13,True,False
A-d42431,EduSphere Digital,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False
A-6965e1,UrbanCart Systems,DevTools,US,2024-11-25,organic,Basic,13,False,False
A-0354fe,Nova Digital,Cybersecurity,US,2024-10-22,other,Basic,34,False,False
A-0a62f5,NorthBridge Holdings,FinTech,UK,2024-09-11,partner,Pro,16,False,False
A-f5641b,LearnBridge Solutions,EdTech,US,2024-03-30,other,Pro,31,False,False
A-b44e3e,Synapse Digital,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False
A-3b37d9,AcademiaPro Technologies,FinTech,US,2023-01-27,event,Enterprise,23,False,False
A-54d94a,Cloud Systems,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False
A-7f29a7,MediCore Global,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False
A-089363,BioNova Partners,FinTech,AU,2023-05-06,event,Basic,2,False,False
A-524364,Zenith Group,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False
A-855a48,SteelBridge Solutions,EdTech,US,2023-12-22,partner,Pro,14,True,False
A-756192,Zenith Solutions,FinTech,IN,2023-06-11,other,Basic,19,False,False
A-49b828,RetailNova Ventures,FinTech,IN,2023-05-05,ads,Pro,6,False,False
A-c7ffc2,Scholarly Labs,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False
A-751c58,NexGen Technologies,FinTech,UK,2024-07-18,organic,Basic,15,False,False
A-72799b,ShopCore Labs,DevTools,FR,2023-11-13,event,Enterprise,20,False,True
A-812c5b,Apex Industries,DevTools,CA,2024-02-25,organic,Basic,55,False,True
A-69b156,TradeHub Holdings,EdTech,US,2023-11-21,other,Pro,7,False,True
A-075038,Pioneer Systems,HealthTech,UK,2023-05-12,ads,Basic,17,False,False
A-940b8b,LearnBridge Ventures,HealthTech,DE,2024-03-19,organic,Basic,1,False,False
A-2d1036,IronWorks Collective,FinTech,US,2024-06-14,ads,Pro,69,False,True
A-0f6450,Synapse Group,FinTech,US,2024-12-27,other,Pro,28,True,True
A-9affe6,LearnBridge Analytics,Cybersecurity,US,2023-03-22,other,Pro,7,False,False
A-80eeb6,UrbanCart Digital,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,False
A-d4e0d4,EduSphere Industries,FinTech,US,2024-10-18,other,Basic,117,False,False
A-c7e58b,Meridian Technologies,HealthTech,IN,2023-06-25,other,Pro,3,False,False
A-016043,Orbit Partners,EdTech,CA,2024-07-31,organic,Basic,4,True,False
A-bbe56f,PulseCore Industries,HealthTech,US,2023-02-16,ads,Enterprise,21,False,False
A-7c5768,CareSphere Group,HealthTech,UK,2024-03-02,event,Enterprise,3,False,False
A-751bd4,RetailNova Enterprises,Cybersecurity,UK,2024-07-12,partner,Pro,10,False,False
A-4e0e85,Cloud Labs,DevTools,US,2023-09-08,organic,Enterprise,6,False,False
A-ad3abd,Cloud Analytics,FinTech,US,2023-03-03,event,Pro,44,False,False
A-e19ff6,PrimeForge Solutions,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False
A-7920cc,HealthBridge Solutions,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False
A-5a92e7,Pioneer Analytics,HealthTech,US,2024-06-11,ads,Pro,4,False,False
A-fdfc91,Vertex Labs,Cybersecurity,US,2023-05-06,ads,Basic,29,False,False
A-1e50e0,CareSphere Holdings,Cybersecurity,DE,2023-02-21,other,Pro,19,True,True
A-1e1b80,ShopCore Collective,FinTech,CA,2023-09-12,other,Enterprise,50,False,False
A-659280,Vertex Ventures,FinTech,IN,2023-11-17,event,Enterprise,13,True,True
A-f6b2fb,Vertex Digital,DevTools,AU,2024-04-23,event,Basic,23,False,False
A-cb6cc6,VitalPoint Labs,DevTools,US,2023-04-03,ads,Basic,13,True,False
A-d62e02,ByteForge Group,Cybersecurity,US,2024-08-20,partner,Pro,6,False,False
A-d535f6,Quantum Collective,DevTools,US,2024-09-03,organic,Basic,12,True,True
A-39868b,ByteForge Solutions,FinTech,AU,2024-03-17,partner,Pro,9,False,False
A-3cc791,Sterling Enterprises,EdTech,US,2024-01-10,other,Enterprise,6,False,False
A-337bc1,CoreFab Holdings,Cybersecurity,US,2023-07-19,organic,Pro,30,True,False
A-58b9ff,Scholarly Analytics,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False
A-bf7919,BrightPath Consulting,HealthTech,US,2024-11-27,organic,Pro,3,False,False
A-1d5444,Nova Partners,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True
A-0f3e88,Zenith Holdings,HealthTech,US,2023-07-23,other,Basic,7,False,True
A-7641d3,NorthBridge Technologies,EdTech,US,2023-02-16,partner,Pro,8,True,True
A-cd458b,UrbanCart Global,DevTools,US,2024-06-15,other,Basic,10,True,False
A-c16b88,Nova Technologies,HealthTech,US,2023-12-02,event,Enterprise,23,False,False
A-59f724,AcademiaPro Solutions,HealthTech,US,2023-11-03,other,Enterprise,3,True,False
A-87aa7b,PrimeForge Holdings,HealthTech,US,2024-05-16,organic,Pro,24,True,False
A-1e6fc3,Zenith Analytics,EdTech,FR,2023-12-06,other,Pro,1,False,False
A-39ddf4,Orbit Enterprises,EdTech,US,2024-12-05,partner,Enterprise,40,False,False
A-34ea2f,BrightPath Technologies,HealthTech,US,2024-08-15,organic,Enterprise,8,False,True
A-716841,BlueRiver Consulting,FinTech,US,2024-05-06,other,Pro,45,False,False
A-558c72,LearnBridge Partners,FinTech,US,2023-06-01,organic,Basic,12,False,False
A-b11cd0,Apex Consulting,DevTools,US,2023-01-20,ads,Pro,26,True,True
A-cc1d8d,UrbanCart Consulting,FinTech,US,2024-12-08,other,Pro,5,False,False
A-7f4db3,BrightPath Analytics,FinTech,US,2023-03-05,other,Pro,4,False,False
A-db5e9e,MarketSphere Industries,DevTools,US,2024-11-09,partner,Basic,4,False,False
A-cc102e,IronWorks Digital,HealthTech,US,2024-04-15,partner,Enterprise,13,False,False
A-82d8a6,Sterling Solutions,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False
A-dec005,MarketSphere Labs,HealthTech,US,2023-10-13,partner,Pro,21,False,False
A-5790f4,SteelBridge Digital,FinTech,UK,2024-12-22,event,Pro,1,True,False
A-7c83a1,Neural Partners,Cybersecurity,US,2024-05-06,partner,Pro,12,False,False
A-297a2d,BioNova Analytics,HealthTech,UK,2023-05-05,event,Pro,27,False,False
A-4c56c9,Apex Systems,FinTech,US,2023-12-20,partner,Enterprise,9,False,True
A-cbbe12,PrimeForge Technologies,Cybersecurity,DE,2023-03-22,partner,Enterprise,40,False,False
A-4a267b,BioNova Systems,FinTech,US,2024-05-05,other,Pro,25,False,False
A-bcbe98,Scholarly Consulting,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,False
A-427b69,ShopCore Holdings,FinTech,US,2024-08-23,other,Basic,17,False,False
A-0be015,SteelBridge Ventures,FinTech,US,2024-10-15,event,Pro,19,False,False
A-054577,EduSphere Global,EdTech,UK,2024-04-28,ads,Basic,2,False,False
A-bc87bc,Nova Systems,FinTech,US,2024-07-17,event,Pro,3,False,False
A-0f7d77,MediCore Enterprises,FinTech,IN,2024-10-28,partner,Pro,3,False,False
A-e7beab,Stratus Technologies,EdTech,DE,2023-10-20,organic,Enterprise,5,False,False
A-a09355,CapitalEdge Industries,FinTech,US,2024-08-10,organic,Basic,14,False,False
A-31ab9a,Sterling Technologies,FinTech,DE,2024-03-03,organic,Pro,3,False,False
A-0158bb,Zenith Systems,FinTech,DE,2024-05-22,partner,Basic,5,False,False
A-f19b24,NorthBridge Partners,Cybersecurity,US,2023-01-10,organic,Pro,29,True,False
A-798a3f,MarketSphere Ventures,DevTools,FR,2023-10-19,other,Enterprise,12,False,True
A-42b791,PrimeForge Group,FinTech,AU,2024-05-20,event,Pro,3,False,False
A-068fc6,Meridian Systems,EdTech,US,2023-07-17,event,Enterprise,35,False,False
A-6f50ae,Titan Partners,FinTech,US,2023-09-21,partner,Pro,19,False,True
A-a2485e,AcademiaPro Consulting,FinTech,US,2024-08-04,event,Pro,3,True,False
A-bb1eaa,BrightPath Group,Cybersecurity,US,2024-06-11,organic,Basic,21,False,False
A-cc98bc,TradeHub Analytics,DevTools,US,2023-05-24,ads,Basic,32,False,False
A-d77f4c,Neural Ventures,DevTools,US,2023-09-25,partner,Pro,4,True,False
A-ccabf0,ShopCore Partners,HealthTech,IN,2023-11-06,organic,Pro,1,False,False
A-700ade,LearnBridge Labs,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,False
A-4a4c2d,Nova Labs,DevTools,US,2023-05-02,event,Enterprise,54,False,False
A-b7ef83,LearnBridge Consulting,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False
A-e08cd3,HealthBridge Ventures,FinTech,US,2024-09-21,ads,Pro,67,True,False
A-19b2c8,ByteForge Holdings,DevTools,IN,2023-06-06,other,Pro,20,False,False
A-970c97,Stratus Global,HealthTech,DE,2024-03-01,other,Enterprise,14,False,False
A-6dee43,MediCore Collective,FinTech,UK,2023-08-12,other,Basic,3,True,False
A-5ed98d,LearnBridge Group,DevTools,US,2024-06-22,partner,Basic,24,False,False
A-c58f49,Summit Technologies,EdTech,US,2024-07-31,other,Enterprise,70,True,False
A-9c18c4,Summit Solutions,HealthTech,US,2023-07-27,ads,Pro,11,False,True
A-cc8c8f,AcademiaPro Collective,DevTools,US,2024-06-16,ads,Enterprise,23,False,False
A-5f7781,UrbanCart Labs,DevTools,US,2024-08-20,other,Pro,22,False,False
A-e1b9cd,AcademiaPro Partners,DevTools,US,2023-02-26,event,Pro,40,False,True
A-ac85cd,NexGen Solutions,EdTech,US,2024-07-31,partner,Enterprise,53,False,False
A-d792a6,AcademiaPro Labs,DevTools,US,2023-01-23,organic,Enterprise,4,False,False
A-ac9111,Pioneer Enterprises,HealthTech,US,2023-08-12,event,Pro,21,True,False
A-18793f,MarketSphere Global,EdTech,US,2024-12-18,organic,Basic,148,True,False
A-9f0b68,Orbit Group,EdTech,US,2024-04-28,ads,Basic,10,False,False
A-d3c88e,Neural Consulting,DevTools,US,2024-10-18,event,Pro,16,False,False
A-ccb686,SteelBridge Labs,DevTools,US,2024-01-22,other,Basic,10,False,False
A-118f1c,Quantum Partners,Cybersecurity,US,2024-10-31,other,Pro,32,False,False
A-0e966d,Titan Consulting,FinTech,IN,2024-06-25,ads,Basic,11,False,True
A-b9f5b1,Pioneer Digital,Cybersecurity,US,2023-01-24,other,Pro,15,True,False
A-8ae3fc,CareSphere Industries,DevTools,CA,2024-06-28,ads,Pro,9,False,False
A-55f257,BioNova Labs,FinTech,US,2023-12-21,organic,Basic,9,False,False
A-d26ab4,Cloud Digital,DevTools,UK,2024-11-07,organic,Basic,9,False,True
A-712533,Synapse Enterprises,EdTech,US,2023-07-31,organic,Pro,18,False,False
A-781cc0,BlueRiver Labs,EdTech,US,2024-09-04,organic,Pro,12,False,False
